;normal-d;Binomial-d;Poisson-d;Chi-Quadrat-d;F-d;t-d;addi
26;9,957562501;1;6;3,363606398;1,975952121;0,5700870570000001;13,321168899
27;10,00832731;0;4;0,728954779;0,010809167;5,2342727469999994;10,737282089
28;10,00873501;0;5;0,551448941;0,36310415799999995;-2,1387698630000003;10,560183951
29;9,999493744;4;5;0,462832924;7,1739139739999995;-0,766023775;10,462326668000001
30;10,03490732;2;7;0,105131016;6,588534242000001;-2,240565604;10,140038336
31;9,925974538;4;5;0,391262736;0,663452301;0,666321185;10,317237274
32;9,950696602;2;4;1,666832228;0,6462750079999999;3,177499278;11,617528830000001
33;9,926233528;4;6;0,792653768;1,280893193;10,80741143;10,718887295999998
34;9,991894274;3;4;0,571241491;19,18379945;1,923293526;10,563135765
35;10,0125855;3;7;1,221993361;2,015442041;-0,725504273;11,234578861
36;9,871918184;3;3;0,044918957;1,9527569519999999;0,394079423;9,916837141
37;9,908305177999999;1;2;0,003352496;0,009632547;-0,729030355;9,911657673999999
38;10,00875557;0;2;0,323779832;0,288871162;2,0248621019999997;10,332535402
39;10,08224531;2;3;3,001830221;0,80848748;0,39485482299999997;13,084075531
40;10,0079469;2;5;0,06611692;1,358160332;0,603597187;10,074063820000001
41;10,043928;2;1;0,10237515400000001;2,244566091;0,618537611;10,146303154
42;9,973150851;1;4;0,02742615;2,8069446210000004;1,633781325;10,000577001
43;10,05629727;4;8;0,931323089;0,553186754;0,287166731;10,987620359
44;9,974178989;1;7;0,007932996999999999;0,05082419999999999;-1,3348478529999999;9,982111986
45;9,953850668;2;6;0,21279276600000002;0,407200678;-2,861042007;10,166643434
46;10,02517884;2;2;0,561548749;0,32505504;-0,940839925;10,586727589
47;9,966068655;3;5;0,010428682;0,159970993;-0,306418596;9,976497337000001
48;9,973688577;1;5;0,401103369;0,46544397299999996;-0,070197203;10,374791946
49;9,959345727;4;9;0,001084074;0,706092765;-0,7038364420000001;9,960429801
50;9,95983775;2;4;0,09308944400000001;0,924940742;-1,214119012;10,052927194
51;9,959917041;1;2;0,470465166;4,142289891;-0,082246712;10,430382207000001
52;10,02836304;3;4;0,074178573;0,134407277;-2,053407839;10,102541613
53;10,00947744;4;2;0,240364495;3,7214638019999997;-1,1973282170000001;10,249841935
54;9,968749691000001;3;6;0,012905106000000001;0,39376459999999996;0,805263159;9,981654797000001
55;10,08860529;1;5;0,08656348400000001;1,3705620319999998;-1,0840028179999999;10,175168774
56;10,03668615;0;4;0,168308892;8,031887845;-0,886516407;10,204995042
57;9,919439217999999;3;7;1,80818671;3,0417920639999996;3,122483013;11,727625927999998
58;9,992609894;0;2;0,576355626;0,304891445;-0,667815052;10,568965519999999
59;10,04738694;2;9;0,175495874;0,007882056;-1,4947286640000002;10,222882814
60;10,01288108;1;0;0,086369045;4,813856381;4,397407117;10,099250125
61;10,04597956;0;2;0,508986768;0,05939201400000001;-2,243657998;10,554966327999999
62;10,03597375;3;5;1,4884255469999998;1,7258733819999998;0,296004638;11,524399297
63;9,995284866;2;4;0,10005416199999999;0,004638611;-0,396067026;10,095339028
64;9,961228355;2;5;0,6910456140000001;0,211221225;1,18315458;10,652273969
65;9,983047648;2;7;0,031783371;0,650023768;0,08996612;10,014831018999999
66;10,06667677;0;2;0,784507422;5,025815136;-0,592985805;10,851184192000002
67;9,91943227;2;1;0,155248785;0,137726164;-0,75150367;10,074681055
68;10,03619919;2;3;0,09548246;0,111375542;0,71795667;10,131681649999999
69;9,978784773;2;7;0,539916104;3,577118421;-1,284311011;10,518700876999999
70;10,03425125;2;8;1,0556650159999998;0,730187288;-0,24036953100000003;11,089916266
71;9,96966871;1;3;3,251432266;7,571173701;-1,316688482;13,221100976
72;10,0361008;1;4;0,67615676;4,22097403;-0,258366534;10,71225756
73;10,06194458;3;8;0,001987341;0,8725448090000001;-1,070656579;10,063931921
74;9,914734029;2;4;0,033800011;1,223277135;0,742704432;9,94853404
75;9,901099438;2;2;0,145667228;0,056067223;0,033097176;10,046766666
76;10,05019377;2;1;0,16481568800000002;0,34179176200000005;0,24158259199999998;10,215009458
77;9,962038686;3;2;3,3331949;0,5228234970000001;-0,200758005;13,295233586
78;9,967915178;2;5;0,011724656000000002;3,21425661;1,017226365;9,979639834
79;10,02285067;4;3;1,219668821;0,8834451170000001;-0,9505761209999999;11,242519491
80;10,00331147;2;4;5,222332214;0,5091731979999999;-0,285956995;15,225643684
81;9,996560243;1;3;0,002756903;0,32914629100000004;0,800819365;9,999317146
82;9,980014853;3;5;3,53444791;2,565383672;-1,654427043;13,514462763000001
83;9,980771921;1;3;2,298424892;2,068412941;0,565675675;12,279196813
84;10,00467933;2;6;0,864544511;0,752678595;0,274792078;10,869223841
85;9,945999292;2;6;0,018195716;2,303225423;-0,24209965;9,964195007999999
86;9,988017516000001;2;2;0,039673428999999996;0,878386989;2,297496088;10,027690945000002
87;9,941761513;4;1;0,962119944;0,006974596;1,035742503;10,903881456999999
88;10,06995297;1;3;0,567422479;1,2626660379999999;1,121533447;10,637375448999999
89;9,980108572999999;1;2;0,050841015999999996;6,680191326;4,192397991;10,030949588999999
90;9,954940482;1;5;4,72047863;0,138227206;-2,431112502;14,675419112
91;10,01959985;3;5;2,112069295;0,918256581;3,1262763110000003;12,131669145
92;9,930725056;2;2;0,08993995;0,278604666;-1,899873054;10,020665006
93;9,926399163;2;7;0,886176018;0,24587155100000002;-2,356703344;10,812575181
94;10,01342368;3;5;3,36158421;6,148815181;-0,542712209;13,375007890000001
95;9,924554197;3;4;1,272432774;0,026935524;0,6818213590000001;11,196986971000001
96;9,935153463999999;2;9;0,10811922;1,9098581190000001;0,850198432;10,043272684
97;10,05210823;4;2;1,265900823;0,18290980199999998;-0,223460325;11,318009053
98;9,946538694;2;5;0,227415835;1,718363406;-0,506203776;10,173954529
99;10,05787322;1;4;0,36380615299999997;1,691597693;0,42820217299999996;10,421679373
100;10,06182935;2;6;0,286191889;1,232879997;-2,099747544;10,348021239
101;9,955906214;2;2;1,723668514;0,19555687100000002;-0,19793134399999998;11,679574728
102;10,06399891;3;5;0,020934609;0,080438629;-0,51299728;10,084933519
103;10,04222424;2;3;0,076479546;0,281279917;0,558684808;10,118703786
104;9,997901804;3;5;0,035559343;5,923013185;-1,210178859;10,033461146999999
105;9,936483597;0;6;5,385370224;0,384847479;-0,645262063;15,321853821000001
106;9,989655611;2;3;0,029381846;6,541999375;0,134342832;10,019037457
107;9,946682884;2;3;0,242580347;0,453596968;1,307510006;10,189263231
108;10,00913881;2;1;0,045535304000000006;0,11798483400000001;0,07360832;10,054674113999999
109;10,04506697;1;4;0,507849346;15,95051363;-1,090373679;10,552916316000001
110;9,970439312;2;3;0,7960632740000001;0,227378427;-0,918836662;10,766502586
111;9,99977428;1;2;0,01515611;0,362349572;6,279671505;10,01493039
112;10,01591304;4;5;1,006239339;0,8382647670000001;-1,124365165;11,022152379
113;9,980290821;3;3;1,0263344559999998;1,5267014909999999;-0,641660704;11,006625277000001
114;10,004222500000001;1;1;0,34488168;0,31145722;-0,70260536;10,349104180000001
115;10,01359034;3;4;0,433000075;0,953607683;-0,7596500890000001;10,446590415000001
116;10,09760225;3;4;0,002820311;1,607614846;-0,595114413;10,100422561
117;10,04307549;2;1;0,173605134;0,150626861;-0,69838956;10,216680624
118;10,03459503;1;5;1,830012775;1,9501958830000001;-0,587711416;11,864607805
119;10,02015138;1;2;0,000397392;1,222065802;0,84949341;10,020548772
120;9,963858509;2;4;0,054477615;0,723328564;-0,82162949;10,018336124
121;9,987281162;1;3;3,118840514;11,05084237;0,40786695;13,106121676
122;10,00089457;2;5;0,011908928000000001;14,25940761;-1,113126216;10,012803498
123;9,950089486;2;4;1,4986104880000002;2,22781736;0,0021153929999999997;11,448699974
124;9,927904578;3;3;0,06603085;0,189386306;-0,245977745;9,993935428
125;9,974817488;3;4;0,008871927;0,075947105;0,0344195;9,983689414999999
126;9,965175977000001;2;4;0,6725500109999999;5,336619745;-1,286285385;10,637725988000001
127;9,999008538;1;5;0,780891785;10,13158934;1,99263796;10,779900323
128;9,901246052000001;2;1;0,13737775900000002;0,509838951;-0,18724073100000002;10,038623811
129;9,992614816;2;5;2,5368381380000002;2,333947384;-0,160738001;12,529452954
130;9,994345161;0;5;0,000117345;0,180233538;-0,055297192;9,994462506
131;9,982505996;2;4;2,1841599999999998e-05;1,5514185040000001;-0,42901021799999994;9,982527837600001
132;9,984799077;2;3;0,000809975;0,147519719;12,6469896;9,985609052
133;10,00462362;4;3;1,068339798;0,038562017999999997;-0,778426779;11,072963418
134;10,09370781;3;2;0,23181249;6,547933017;-1,044672691;10,325520299999999
135;9,985770696;2;3;0,24880685100000002;3,5831830069999997;-1,24080956;10,234577546999999
136;9,982585306;1;2;0,20160832;6,020662269;0,501315434;10,184193626
137;10,05644024;2;2;0,068080369;0,5377906060000001;-0,335618019;10,124520609000001
138;10,01767641;0;4;2,676214977;0,81197308;0,33904436299999996;12,693891387
139;9,954761423999999;1;4;0,00042817800000000003;10,21045571;0,768825963;9,955189601999999
140;10,10754254;2;5;4,362695616;0,410434041;-2,337064293;14,470238156
141;10,05368272;2;6;0,930531012;0,463646273;2,4291317080000003;10,984213731999999
142;9,953620797000001;1;5;2,102562942;2,527237646;0,529883654;12,056183739000002
143;10,08214482;2;11;2,1098325819999997;0,06799522599999999;-0,25716361600000004;12,191977402
144;10,00197882;2;1;0,888391198;28,51753248;0,402344625;10,890370018
145;10,01014575;1;2;2,96277324;1,962881841;-0,914246896;12,97291899
146;9,981400428999999;2;4;0,142890553;3,526549585;0,385351193;10,124290982
147;10,05194579;2;5;1,05026297;0,947760736;-4,186947887;11,10220876
148;10,04286375;3;6;0,003163225;2,8946328969999997;2,91099233;10,046026975
149;10,0653536;3;6;0,004740131;2,3306323190000002;-1,133939173;10,070093731
150;10,02941875;2;3;2,183803299;0,27671070600000003;-0,868507294;12,213222048999999
151;10,05921229;2;2;0,307100139;0,46200158799999996;1,5358007040000001;10,366312428999999
152;9,969199987;1;4;1,787823785;0,912915925;1,9197280840000002;11,757023772
153;9,98592426;2;4;0,774951139;1,9572100430000001;-0,349416754;10,760875399000001
154;9,985383495;1;5;0,153324176;0,304401183;2,948609055;10,138707671
155;10,02496093;3;2;0,0295218;2,736086322;1,071179783;10,05448273
156;9,93928593;1;3;3,2058591869999997;0,01620331;0,987579553;13,145145117
157;10,02540315;2;5;1,278775673;8,792773264;-0,058802041;11,304178823
158;10,05993859;4;2;0,151593325;1,479656348;1,1244803829999999;10,211531915
159;9,940500978;3;1;1,446343516;17,87052436;0,361869596;11,386844494
160;9,99432524;3;3;0,5309885289999999;0,20178492399999998;0,099994486;10,525313769
161;10,12459772;2;6;2,821225707;3,3638162080000003;-0,10604791699999999;12,945823427
162;9,985300111;2;8;0,37588249100000004;13,42393291;3,8115618010000003;10,361182602000001
163;9,979251215;2;5;1,931360296;0,388841227;1,462516084;11,910611510999999
164;9,989220829;1;5;0,406467575;0,7790041259999999;0,044907542;10,395688404000001
165;9,972361446;2;4;0,11329234099999999;2,201538963;-3,432187781;10,085653787
166;10,05734155;0;2;0,6961723870000001;0,012389025;0,746294474;10,753513937000001
167;9,996728014;1;4;0,70160566;4,249050249;0,8806149090000001;10,698333674
168;9,925730705;1;3;0,16356522699999998;5,3538810119999996;2,585477606;10,089295931999999
169;9,95959931;3;8;2,5202020590000003;1,090748601;1,1495951979999999;12,479801369
170;9,999598608;1;3;5,061292218999999;0,359565895;-0,8231687529999999;15,060890826999998
171;10,00431382;0;3;1,9759853230000002;1,1833473829999999;0,30975425100000004;11,980299143
172;9,986294098;2;2;0,4077005;0,482703525;-0,35454107;10,393994598
173;9,979876583;1;4;0,158321548;0,528557704;-1,118771602;10,138198131
174;9,9352949;3;2;0,786237194;0,8993151690000001;0,007095146;10,721532094
175;9,977987502000001;2;1;1,567641651;0,6601746000000001;-1,5822216930000002;11,545629153000002
176;9,998249626;2;3;1,4815226890000002;0,133787755;0,587329978;11,479772315
177;10,01795693;1;3;0,004787222;0,20546331899999998;-0,326145882;10,022744152
178;10,12289588;1;5;0,07495002099999999;1,7121366569999998;-0,147954786;10,197845900999999
179;9,987151041;3;6;0,129556413;0,760091618;-0,742566651;10,116707454
180;9,951412591;3;5;0,117254148;5,290834665;-0,17901166;10,068666739000001
181;10,00717963;4;5;1,03148007;0,542637391;-0,068230369;11,0386597
182;10,03372905;3;6;1,843892219;0,28256291;-1,7840833530000002;11,877621269
183;10,00457978;3;3;0,016248383999999998;4,552838558;-0,278232767;10,020828164000001
184;10,00471922;1;2;0,825528805;0,040878634;0,144555544;10,830248025
185;10,08233863;1;1;3,1211935619999998;1,690311764;0,101796829;13,203532192
186;9,989568048999999;1;3;1,2840525459999999;0,885928426;1,4515329369999999;11,273620594999999
187;10,04589274;1;4;3,2781708189999996;0,186970303;-2,038853135;13,324063558999999
188;9,976599963;2;4;0,277740265;0,283926798;0,436620095;10,254340228
189;10,00265864;2;3;0,23926577300000001;1,116012941;0,40035695;10,241924413
190;10,06778613;3;6;0,084421581;0,910908618;-0,16358599;10,152207711
191;10,04808466;1;3;0,565049928;0,37953850100000003;-0,408973714;10,613134588000001
192;10,00247968;2;3;1,763787405;0,443451153;1,5181253140000002;11,766267085
193;10,01351271;2;5;0,75304771;0,071338494;0,9482981090000001;10,766560420000001
194;10,02266362;2;4;0,859718027;0,314038451;2,016906482;10,882381646999999
195;9,91324097;3;4;0,296797303;6,307814417;-2,441779291;10,210038273
196;9,974446045;2;5;3,2319000289999997;1,4748104080000002;1,77307505;13,206346074
197;9,939380587;1;4;0,479246094;0,83126419;0,374150382;10,418626681000001
198;9,985115298;1;2;0,301460605;1,829830265;-2,609800974;10,286575903000001
199;10,01665871;3;1;0,328022272;0,805578462;-0,3810667;10,344680982
