;normal-d;Binomial-d;Poisson-d;Chi-Quadrat-d;F-d;t-d;addi;min;multi;diff
18;10,09352578;3;4;0,020043916999999998;1,74253408;0,6208359689999999;13,09352578;10,09352578;132,1598400115246;1,0
19;10,04031516;4;3;0,377450936;35,72789605;-0,20788773800000002;14,04031516;10,04031516;140,96918915212584;1,0
20;10,02732757;3;3;2,621043977;5,003307627;2,471845645;13,02732757;10,02732757;130,62928090608213;1,0
21;9,956383472999999;2;5;0,14369775;0,041387589;0,538830175;11,956383472999999;9,956383472999999;119,04233880742751;1,0
22;9,957403141;1;0;0,302825987;0,944260958;-1,279321011;10,957403141;9,957403141;109,10728045339667;1,0
23;9,896459237;2;4;0,028324979;0,049172053;2,542574842;11,896459237;9,896459237;117,73282390360262;1,0
24;10,03292396;1;5;0,569866654;0,343141586;-6,304832662999999;11,03292396;10,03292396;110,69248714714207;1,0
25;9,973581265;2;2;0,33891834299999996;1,894919597;-2,657332336;11,973581265;9,973581265;119,419485779559;1,0
26;9,957562501;1;6;3,363606398;1,975952121;0,5700870570000001;10,957562501;9,957562501;109,11061346232137;1,0
27;10,00832731;0;4;0,728954779;0,010809167;5,2342727469999994;10,00832731;10,00832731;100,16661554409184;1,0
28;10,00873501;0;5;0,551448941;0,36310415799999995;-2,1387698630000003;10,00873501;10,00873501;100,17477650039972;1,0
29;9,999493744;4;5;0,462832924;7,1739139739999995;-0,766023775;13,999493744;9,999493744;139,98785011229515;1,0
30;10,03490732;2;7;0,105131016;6,588534242000001;-2,240565604;12,03490732;10,03490732;120,76917956098958;1,0
31;9,925974538;4;5;0,391262736;0,663452301;0,666321185;13,925974538;9,925974538;138,22886868102432;1,0
32;9,950696602;2;4;1,666832228;0,6462750079999999;3,177499278;11,950696602;9,950696602;118,91775606905436;1,0
33;9,926233528;4;6;0,792653768;1,280893193;10,80741143;13,926233528;9,926233528;138,2350461643913;1,0
34;9,991894274;3;4;0,571241491;19,18379945;1,923293526;12,991894274;9,991894274;129,81363400479398;1,0
35;10,0125855;3;7;1,221993361;2,015442041;-0,725504273;13,0125855;10,0125855;130,28962489481026;1,0
36;9,871918184;3;3;0,044918957;1,9527569519999999;0,394079423;12,871918184;9,871918184;127,07052318358986;1,0
37;9,908305177999999;1;2;0,003352496;0,009632547;-0,729030355;10,908305177999999;9,908305177999999;108,08281667838159;1,0
38;10,00875557;0;2;0,323779832;0,288871162;2,0248621019999997;10,00875557;10,00875557;100,17518806000602;1,0
39;10,08224531;2;3;3,001830221;0,80848748;0,39485482299999997;12,08224531;10,08224531;121,81616111101698;1,0
40;10,0079469;2;5;0,06611692;1,358160332;0,603597187;12,0079469;10,0079469;120,17489495321962;1,0
41;10,043928;2;1;0,10237515400000001;2,244566091;0,618537611;12,043928;10,043928;120,96834566918399;1,0
42;9,973150851;1;4;0,02742615;2,8069446210000004;1,633781325;10,973150851;9,973150851;109,43688874780202;1,0
43;10,05629727;4;8;0,931323089;0,553186754;0,287166731;14,05629727;10,05629727;141,35430386260944;1,0
44;9,974178989;1;7;0,007932996999999999;0,05082419999999999;-1,3348478529999999;10,974178989;9,974178989;109,45842549360907;1,0
45;9,953850668;2;6;0,21279276600000002;0,407200678;-2,861042007;11,953850668;9,953850668;118,98684445684404;1,0
46;10,02517884;2;2;0,561548749;0,32505504;-0,940839925;12,02517884;10,02517884;120,55456845398376;1,0
47;9,966068655;3;5;0,010428682;0,159970993;-0,306418596;12,966068655;9,966068655;129,22073040117354;1,0
48;9,973688577;1;5;0,401103369;0,46544397299999996;-0,070197203;10,973688577;9,973688577;109,4481524079803;1,0
49;9,959345727;4;9;0,001084074;0,706092765;-0,7038364420000001;13,959345727;9,959345727;139,02595021791316;1,0
50;9,95983775;2;4;0,09308944400000001;0,924940742;-1,214119012;11,95983775;9,95983775;119,11804350632507;1,0
51;9,959917041;1;2;0,470465166;4,142289891;-0,082246712;10,959917041;9,959917041;109,15986450460221;1,0
52;10,02836304;3;4;0,074178573;0,134407277;-2,053407839;13,02836304;10,02836304;130,65315438203805;1,0
53;10,00947744;4;2;0,240364495;3,7214638019999997;-1,1973282170000001;14,00947744;10,00947744;140,22754838186893;1,0
54;9,968749691000001;3;6;0,012905106000000001;0,39376459999999996;0,805263159;12,968749691000001;9,968749691000001;129,28221947481262;1,0
55;10,08860529;1;5;0,08656348400000001;1,3705620319999998;-1,0840028179999999;11,08860529;10,08860529;111,86856198741599;1,0
56;10,03668615;0;4;0,168308892;8,031887845;-0,886516407;10,03668615;10,03668615;100,73506887360182;1,0
57;9,919439217999999;3;7;1,80818671;3,0417920639999996;3,122483013;12,919439217999999;9,919439217999999;128,15359205359644;1,0
58;9,992609894;0;2;0,576355626;0,304891445;-0,667815052;9,992609894;9,992609894;99,85225249366668;1,0
59;10,04738694;2;9;0,175495874;0,007882056;-1,4947286640000002;12,04738694;10,04738694;121,04475820208258;1,0
60;10,01288108;1;0;0,086369045;4,813856381;4,397407117;11,01288108;10,01288108;110,27066860222196;1,0
61;10,04597956;0;2;0,508986768;0,05939201400000001;-2,243657998;10,04597956;10,04597956;100,92170531993777;1,0
62;10,03597375;3;5;1,4884255469999998;1,7258733819999998;0,296004638;13,03597375;10,03597375;130,82869036068905;1,0
63;9,995284866;2;4;0,10005416199999999;0,004638611;-0,396067026;11,995284866;9,995284866;119,89628928448865;1,0
64;9,961228355;2;5;0,6910456140000001;0,211221225;1,18315458;11,961228355;9,961228355;119,148527050456;1,0
65;9,983047648;2;7;0,031783371;0,650023768;0,08996612;11,983047648;9,983047648;119,62733563823832;1,0
66;10,06667677;0;2;0,784507422;5,025815136;-0,592985805;10,06667677;10,06667677;101,33798119165765;1,0
67;9,91943227;2;1;0,155248785;0,137726164;-0,75150367;11,91943227;9,91943227;118,23400109911735;1,0
68;10,03619919;2;3;0,09548246;0,111375542;0,71795667;12,03619919;10,03619919;120,79769256135664;1,0
69;9,978784773;2;7;0,539916104;3,577118421;-1,284311011;11,978784773;9,978784773;119,53371509185665;1,0
70;10,03425125;2;8;1,0556650159999998;0,730187288;-0,24036953100000003;12,03425125;10,03425125;120,75470064812657;1,0
71;9,96966871;1;3;3,251432266;7,571173701;-1,316688482;10,96966871;9,96966871;109,36396289715307;1,0
72;10,0361008;1;4;0,67615676;4,22097403;-0,258366534;11,0361008;10,0361008;110,75942006776063;1,0
73;10,06194458;3;8;0,001987341;0,8725448090000001;-1,070656579;13,06194458;10,06194458;131,42856247099138;1,0
74;9,914734029;2;4;0,033800011;1,223277135;0,742704432;11,914734029;9,914734029;118,13141892381057;1,0
75;9,901099438;2;2;0,145667228;0,056067223;0,033097176;11,901099438;9,901099438;117,8339689571639;1,0
76;10,05019377;2;1;0,16481568800000002;0,34179176200000005;0,24158259199999998;12,05019377;10,05019377;121,10678235454681;1,0
77;9,962038686;3;2;3,3331949;0,5228234970000001;-0,200758005;12,962038686;9,962038686;129,1283308393606;1,0
78;9,967915178;2;5;0,011724656000000002;3,21425661;1,017226365;11,967915178;9,967915178;119,29516335180277;1,0
79;10,02285067;4;3;1,219668821;0,8834451170000001;-0,9505761209999999;14,02285067;10,02285067;140,54893823311946;1,0
80;10,00331147;2;4;5,222332214;0,5091731979999999;-0,285956995;12,00331147;10,00331147;120,07286330583356;1,0
81;9,996560243;1;3;0,002756903;0,32914629100000004;0,800819365;10,996560243;9,996560243;109,9277769349282;1,0
82;9,980014853;3;5;3,53444791;2,565383672;-1,654427043;12,980014853;9,980014853;129,5407410251006;1,0
83;9,980771921;1;3;2,298424892;2,068412941;0,565675675;10,980771921;9,980771921;109,59658006002203;1,0
84;10,00467933;2;6;0,864544511;0,752678595;0,274792078;12,00467933;10,00467933;120,10296715612925;1,0
85;9,945999292;2;6;0,018195716;2,303225423;-0,24209965;11,945999292;9,945999292;118,81490050046449;1,0
86;9,988017516000001;2;2;0,039673428999999996;0,878386989;2,297496088;11,988017516000001;9,988017516000001;119,73652893192283;1,0
87;9,941761513;4;1;0,962119944;0,006974596;1,035742503;13,941761513;9,941761513;138,60566803336803;1,0
88;10,06995297;1;3;0,567422479;1,2626660379999999;1,121533447;11,06995297;10,06995297;111,4739057880118;1,0
89;9,980108572999999;1;2;0,050841015999999996;6,680191326;4,192397991;10,980108572999999;9,980108572999999;109,58267570186807;1,0
90;9,954940482;1;5;4,72047863;0,138227206;-2,431112502;10,954940482;9,954940482;109,05578048216239;1,0
91;10,01959985;3;5;2,112069295;0,918256581;3,1262763110000003;13,01959985;10,01959985;130,45118070412005;1,0
92;9,930725056;2;2;0,08993995;0,278604666;-1,899873054;11,930725056;9,930725056;118,4807502498662;1,0
93;9,926399163;2;7;0,886176018;0,24587155100000002;-2,356703344;11,926399163;9,926399163;118,38619866920709;1,0
94;10,01342368;3;5;3,36158421;6,148815181;-0,542712209;13,01342368;10,01342368;130,30892483518477;1,0
95;9,924554197;3;4;1,272432774;0,026935524;0,6818213590000001;12,924554197;9,924554197;128,27043860019035;1,0
96;9,935153463999999;2;9;0,10811922;1,9098581190000001;0,850198432;11,935153463999999;9,935153463999999;118,57758128123118;1,0
97;10,05210823;4;2;1,265900823;0,18290980199999998;-0,223460325;14,05210823;10,05210823;141,25331278763375;1,0
98;9,946538694;2;5;0,227415835;1,718363406;-0,506203776;11,946538694;9,946538694;118,8267093792392;1,0
99;10,05787322;1;4;0,36380615299999997;1,691597693;0,42820217299999996;11,05787322;10,05787322;111,21868692959316;1,0
100;10,06182935;2;6;0,286191889;1,232879997;-2,099747544;12,06182935;10,06182935;121,36406856852142;1,0
101;9,955906214;2;2;1,723668514;0,19555687100000002;-0,19793134399999998;11,955906214;9,955906214;119,03188096996382;1,0
102;10,06399891;3;5;0,020934609;0,080438629;-0,51299728;13,06399891;10,06399891;131,4760707904812;1,0
103;10,04222424;2;3;0,076479546;0,281279917;0,558684808;12,04222424;10,04222424;120,93071616644356;1,0
104;9,997901804;3;5;0,035559343;5,923013185;-1,210178859;12,997901804;9,997901804;129,95174589442644;1,0
105;9,936483597;0;6;5,385370224;0,384847479;-0,645262063;9,936483597;9,936483597;98,73370627345007;1,0
106;9,989655611;2;3;0,029381846;6,541999375;0,134342832;11,989655611;9,989655611;119,77253044838378;1,0
107;9,946682884;2;3;0,242580347;0,453596968;1,307510006;11,946682884;9,946682884;118,82986616285855;1,0
108;10,00913881;2;1;0,045535304000000006;0,11798483400000001;0,07360832;12,00913881;10,00913881;120,20113733784821;1,0
109;10,04506697;1;4;0,507849346;15,95051363;-1,090373679;11,04506697;10,04506697;110,948437401785;1,0
110;9,970439312;2;3;0,7960632740000001;0,227378427;-0,918836662;11,970439312;9,970439312;119,35053869827503;1,0
111;9,99977428;1;2;0,01515611;0,362349572;6,279671505;10,99977428;9,99977428;109,99525993094953;1,0
112;10,01591304;4;5;1,006239339;0,8382647670000001;-1,124365165;14,01591304;10,01591304;140,38216618484202;1,0
113;9,980290821;3;3;1,0263344559999998;1,5267014909999999;-0,641660704;12,980290821;9,980290821;129,54707733473685;1,0
114;10,004222500000001;1;1;0,34488168;0,31145722;-0,70260536;11,004222500000001;10,004222500000001;110,08869032950626;1,0
115;10,01359034;3;4;0,433000075;0,953607683;-0,7596500890000001;13,01359034;10,01359034;130,31276251734133;1,0
116;10,09760225;3;4;0,002820311;1,607614846;-0,595114413;13,09760225;10,09760225;132,25437794920506;1,0
117;10,04307549;2;1;0,173605134;0,150626861;-0,69838956;12,04307549;10,04307549;120,94951627783874;1,0
118;10,03459503;1;5;1,830012775;1,9501958830000001;-0,587711416;11,03459503;10,03459503;110,7276924461007;1,0
119;10,02015138;1;2;0,000397392;1,222065802;0,84949341;11,02015138;10,02015138;110,4235850581159;1,0
120;9,963858509;2;4;0,054477615;0,723328564;-0,82162949;11,963858509;9,963858509;119,20619340537169;1,0
121;9,987281162;1;3;3,118840514;11,05084237;0,40786695;10,987281162;9,987281162;109,73306617084008;1,0
122;10,00089457;2;5;0,011908928000000001;14,25940761;-1,113126216;12,00089457;10,00089457;120,01968134025547;1,0
123;9,950089486;2;4;1,4986104880000002;2,22781736;0,0021153929999999997;11,950089486;9,950089486;118,90445975140773;1,0
124;9,927904578;3;3;0,06603085;0,189386306;-0,245977745;12,927904578;9,927904578;128,34700304387334;1,0
125;9,974817488;3;4;0,008871927;0,075947105;0,0344195;12,974817488;9,974817488;129,42143638291063;1,0
126;9,965175977000001;2;4;0,6725500109999999;5,336619745;-1,286285385;11,965175977000001;9,965175977000001;119,23508420657794;1,0
127;9,999008538;1;5;0,780891785;10,13158934;1,99263796;10,999008538;9,999008538;109,9791802809969;1,0
128;9,901246052000001;2;1;0,13737775900000002;0,509838951;-0,18724073100000002;11,901246052000001;9,901246052000001;117,83716548624561;1,0
129;9,992614816;2;5;2,5368381380000002;2,333947384;-0,160738001;11,992614816;9,992614816;119,8375804929427;1,0
130;9,994345161;0;5;0,000117345;0,180233538;-0,055297192;9,994345161;9,994345161;99,88693519720411;1,0
131;9,982505996;2;4;2,1841599999999998e-05;1,5514185040000001;-0,42901021799999994;11,982505996;9,982505996;119,61543795217597;1,0
132;9,984799077;2;3;0,000809975;0,147519719;12,6469896;11,984799077;9,984799077;119,66581076206005;1,0
133;10,00462362;4;3;1,068339798;0,038562017999999997;-0,778426779;14,00462362;10,00462362;140,11098825786192;1,0
134;10,09370781;3;2;0,23181249;6,547933017;-1,044672691;13,09370781;10,09370781;132,164060783655;1,0
135;9,985770696;2;3;0,24880685100000002;3,5831830069999997;-1,24080956;11,985770696;9,985770696;119,68715778509231;1,0
136;9,982585306;1;2;0,20160832;6,020662269;0,501315434;10,982585306;9,982585306;109,63459469756712;1,0
137;10,05644024;2;2;0,068080369;0,5377906060000001;-0,335618019;12,05644024;10,05644024;121,24487078069127;1,0
138;10,01767641;0;4;2,676214977;0,81197308;0,33904436299999996;10,01767641;10,01767641;100,35384065547049;1,0
139;9,954761423999999;1;4;0,00042817800000000003;10,21045571;0,768825963;10,954761423999999;9,954761423999999;109,05203643275848;1,0
140;10,10754254;2;5;4,362695616;0,410434041;-2,337064293;12,10754254;10,10754254;122,37750127790967;1,0
141;10,05368272;2;6;0,930531012;0,463646273;2,4291317080000003;12,05368272;10,05368272;121,18390167442658;1,0
142;9,953620797000001;1;5;2,102562942;2,527237646;0,529883654;10,953620797000001;9,953620797000001;109,02818776747094;1,0
143;10,08214482;2;11;2,1098325819999997;0,06799522599999999;-0,25716361600000004;12,08214482;10,08214482;121,81393381145283;1,0
144;10,00197882;2;1;0,888391198;28,51753248;0,402344625;12,00197882;10,00197882;120,04353795572858;1,0
145;10,01014575;1;2;2,96277324;1,962881841;-0,914246896;11,01014575;10,01014575;110,21316368624305;1,0
146;9,981400428999999;2;4;0,142890553;3,526549585;0,385351193;11,981400428999999;9,981400428999999;119,59115538204136;1,0
147;10,05194579;2;5;1,05026297;0,947760736;-4,186947887;12,05194579;10,05194579;121,14550574509872;1,0
148;10,04286375;3;6;0,003163225;2,8946328969999997;2,91099233;13,04286375;10,04286375;130,98770355106407;1,0
149;10,0653536;3;6;0,004740131;2,3306323190000002;-1,133939173;13,0653536;10,0653536;131,50740389303294;1,0
150;10,02941875;2;3;2,183803299;0,27671070600000003;-0,868507294;12,02941875;10,02941875;120,64807796285156;1,0
151;10,05921229;2;2;0,307100139;0,46200158799999996;1,5358007040000001;12,05921229;10,05921229;121,30617647528703;1,0
152;9,969199987;1;4;1,787823785;0,912915925;1,9197280840000002;10,969199987;9,969199987;109,35414836780079;1,0
153;9,98592426;2;4;0,774951139;1,9572100430000001;-0,349416754;11,98592426;9,98592426;119,69053184645657;1,0
154;9,985383495;1;5;0,153324176;0,304401183;2,948609055;10,985383495;9,985383495;109,69326703721843;1,0
155;10,02496093;3;2;0,0295218;2,736086322;1,071179783;13,02496093;10,02496093;130,5747244380265;1,0
156;9,93928593;1;3;3,2058591869999997;0,01620331;0,987579553;10,93928593;9,93928593;108,72869072829597;1,0
157;10,02540315;2;5;1,278775673;8,792773264;-0,058802041;12,02540315;10,02540315;120,55951462002994;1,0
158;10,05993859;4;2;0,151593325;1,479656348;1,1244803829999999;14,05993859;10,05993859;141,44211879457117;1,0
159;9,940500978;3;1;1,446343516;17,87052436;0,361869596;12,940500978;9,940500978;128,63506262761894;1,0
160;9,99432524;3;3;0,5309885289999999;0,20178492399999998;0,099994486;12,99432524;9,99432524;129,86951272290105;1,0
161;10,12459772;2;6;2,821225707;3,3638162080000003;-0,10604791699999999;12,12459772;10,12459772;122,75667443182921;1,0
162;9,985300111;2;8;0,37588249100000004;13,42393291;3,8115618010000003;11,985300111;9,985300111;119,67681852873663;1,0
163;9,979251215;2;5;1,931360296;0,388841227;1,462516084;11,979251215;9,979251215;119,54395724207897;1,0
164;9,989220829;1;5;0,406467575;0,7790041259999999;0,044907542;10,989220829;9,989220829;109,77375359952747;1,0
165;9,972361446;2;4;0,11329234099999999;2,201538963;-3,432187781;11,972361446;9,972361446;119,39271570166723;1,0
166;10,05734155;0;2;0,6961723870000001;0,012389025;0,746294474;10,05734155;10,05734155;101,1501190533564;1,0
167;9,996728014;1;4;0,70160566;4,249050249;0,8806149090000001;10,996728014;9,996728014;109,93129899989239;1,0
168;9,925730705;1;3;0,16356522699999998;5,3538810119999996;2,585477606;10,925730705;9,925730705;108,44586073317979;1,0
169;9,95959931;3;8;2,5202020590000003;1,090748601;1,1495951979999999;12,95959931;9,95959931;129,07241634575246;1,0
170;9,999598608;1;3;5,061292218999999;0,359565895;-0,8231687529999999;10,999598608;9,999598608;109,99157092911553;1,0
171;10,00431382;0;3;1,9759853230000002;1,1833473829999999;0,30975425100000004;10,00431382;10,00431382;100,086295009043;1,0
172;9,986294098;2;2;0,4077005;0,482703525;-0,35454107;11,986294098;9,986294098;119,69865800774964;1,0
173;9,979876583;1;4;0,158321548;0,528557704;-1,118771602;10,979876583;9,979876583;109,57781319491174;1,0
174;9,9352949;3;2;0,786237194;0,8993151690000001;0,007095146;12,9352949;9,9352949;128,51596944996604;1,0
175;9,977987502000001;2;1;1,567641651;0,6601746000000001;-1,5822216930000002;11,977987502000001;9,977987502000001;119,51620959406823;1,0
176;9,998249626;2;3;1,4815226890000002;0,133787755;0,587329978;11,998249626;9,998249626;119,96149483580913;1,0
177;10,01795693;1;3;0,004787222;0,20546331899999998;-0,326145882;11,01795693;10,01795693;110,37741798133503;1,0
178;10,12289588;1;5;0,07495002099999999;1,7121366569999998;-0,147954786;11,12289588;10,12289588;112,59591687732097;1,0
179;9,987151041;3;6;0,129556413;0,760091618;-0,742566651;12,987151041;9,987151041;129,7046390387474;1,0
180;9,951412591;3;5;0,117254148;5,290834665;-0,17901166;12,951412591;9,951412591;128,88485032931334;1,0
181;10,00717963;4;5;1,03148007;0,542637391;-0,068230369;14,00717963;10,00717963;140,17236266708693;1,0
182;10,03372905;3;6;1,843892219;0,28256291;-1,7840833530000002;13,03372905;10,03372905;130,77690579881389;1,0
183;10,00457978;3;3;0,016248383999999998;4,552838558;-0,278232767;13,00457978;10,00457978;130,10535591438486;1,0
184;10,00471922;1;2;0,825528805;0,040878634;0,144555544;11,00471922;10,00471922;110,09912589103742;1,0
185;10,08233863;1;1;3,1211935619999998;1,690311764;0,101796829;11,08233863;10,08233863;111,7358908799903;1,0
186;9,989568048999999;1;3;1,2840525459999999;0,885928426;1,4515329369999999;10,989568048999999;9,989568048999999;109,78103785460165;1,0
187;10,04589274;1;4;3,2781708189999996;0,186970303;-2,038853135;11,04589274;10,04589274;110,9658536835847;1,0
188;9,976599963;2;4;0,277740265;0,283926798;0,436620095;11,976599963;9,976599963;119,4857467477316;1,0
189;10,00265864;2;3;0,23926577300000001;1,116012941;0,40035695;12,00265864;10,00265864;120,05849714836665;1,0
190;10,06778613;3;6;0,084421581;0,910908618;-0,16358599;13,06778613;10,06778613;131,56367594942037;1,0
191;10,04808466;1;3;0,565049928;0,37953850100000003;-0,408973714;11,04808466;10,04808466;111,01208999452733;1,0
192;10,00247968;2;3;1,763787405;0,443451153;1,5181253140000002;12,00247968;10,00247968;120,05455910881291;1,0
193;10,01351271;2;5;0,75304771;0,071338494;0,9482981090000001;12,01351271;10,01351271;120,29746221333156;1,0
194;10,02266362;2;4;0,859718027;0,314038451;2,016906482;12,02266362;10,02266362;120,49911327967149;1,0
195;9,91324097;3;4;0,296797303;6,307814417;-2,441779291;12,91324097;9,91324097;128,01206943928656;1,0
196;9,974446045;2;5;3,2319000289999997;1,4748104080000002;1,77307505;11,974446045;9,974446045;119,43846599461615;1,0
197;9,939380587;1;4;0,479246094;0,83126419;0,374150382;10,939380587;9,939380587;108,73066704023248;1,0
198;9,985115298;1;2;0,301460605;1,829830265;-2,609800974;10,985115298;9,985115298;109,68764281235363;1,0
199;10,01665871;3;1;0,328022272;0,805578462;-0,3810667;13,01665871;10,01665871;130,38342784261886;1,0
