Date, Time, Temperature, Humidity, Pressure1, Pressure2, Statement1
06.01.2020,00:25:49,6.0,86.6999969482,99586,1033.56781452,sonnig
06.01.2020,00:26:50,6.0,86.6999969482,99585,1033.55743588,sonnig
06.01.2020,00:27:50,6.0,86.8000030518,99583,1033.53667859,sonnig
06.01.2020,00:28:51,6.0,86.8000030518,99587,1033.57819317,sonnig
06.01.2020,00:29:52,6.0,86.8000030518,99582,1033.52629994,sonnig
06.01.2020,00:30:55,6.0,86.8000030518,99589,1033.59895046,sonnig
06.01.2020,00:31:55,6.0,86.8000030518,99586,1033.56781452,sonnig
06.01.2020,00:32:56,6.0,86.9000015259,99581,1033.51592129,sonnig
06.01.2020,00:33:57,6.09999990463,86.9000015259,99590,1033.60932911,sonnig
06.01.2020,00:34:57,6.0,86.8000030518,99585,1033.55743588,sonnig
06.01.2020,00:36:01,6.0,86.8000030518,99600,1033.71311556,sonnig
06.01.2020,00:37:01,6.09999990463,86.9000015259,99594,1033.65084369,sonnig
06.01.2020,00:38:02,6.0,86.8000030518,99596,1033.67160098,sonnig
06.01.2020,00:39:08,6.09999990463,87.0,99594,1033.65084369,sonnig
06.01.2020,00:40:08,6.0,86.8000030518,99586,1033.56781452,sonnig
06.01.2020,00:41:09,6.09999990463,86.9000015259,99587,1033.57819317,sonnig
06.01.2020,00:42:09,6.09999990463,86.9000015259,99590,1033.60932911,sonnig
06.01.2020,00:43:10,6.09999990463,86.9000015259,99583,1033.53667859,sonnig
06.01.2020,00:44:11,6.09999990463,87.0,99580,1033.50554265,sonnig
06.01.2020,00:45:11,6.09999990463,86.9000015259,99585,1033.55743588,sonnig
06.01.2020,00:46:12,6.09999990463,86.9000015259,99582,1033.52629994,sonnig
06.01.2020,00:47:13,6.09999990463,87.0,99580,1033.50554265,sonnig
06.01.2020,00:48:13,6.09999990463,87.0,99578,1033.48478536,sonnig
06.01.2020,00:49:14,6.09999990463,87.0,99576,1033.46402807,sonnig
06.01.2020,00:50:15,6.09999990463,87.0,99586,1033.56781452,sonnig
06.01.2020,00:51:15,6.09999990463,87.0,99587,1033.57819317,sonnig
06.01.2020,00:52:16,6.09999990463,87.0,99586,1033.56781452,sonnig
06.01.2020,00:53:17,6.09999990463,87.0,99587,1033.57819317,sonnig
06.01.2020,00:54:17,6.09999990463,87.0,99593,1033.64046504,sonnig
06.01.2020,00:55:18,6.09999990463,87.0,99594,1033.65084369,sonnig
06.01.2020,00:56:19,6.09999990463,87.0,99594,1033.65084369,sonnig
06.01.2020,00:57:22,6.09999990463,87.0,99589,1033.59895046,sonnig
06.01.2020,00:58:23,6.09999990463,87.0999984741,99585,1033.55743588,sonnig
06.01.2020,00:59:23,6.09999990463,87.0999984741,99590,1033.60932911,sonnig
06.01.2020,01:00:24,6.09999990463,87.0999984741,99580,1033.50554265,sonnig
06.01.2020,01:01:25,6.09999990463,87.0999984741,99580,1033.50554265,sonnig
06.01.2020,01:02:25,6.09999990463,87.0,99587,1033.57819317,sonnig
06.01.2020,01:03:26,6.09999990463,87.0,99596,1033.67160098,sonnig
06.01.2020,01:04:29,6.09999990463,87.0,99589,1033.59895046,sonnig
06.01.2020,01:05:30,6.09999990463,87.0,99593,1033.64046504,sonnig
06.01.2020,01:06:30,6.09999990463,87.0999984741,99586,1033.56781452,sonnig
06.01.2020,01:07:31,6.09999990463,87.0,99580,1033.50554265,sonnig
06.01.2020,01:08:32,6.09999990463,87.0999984741,99587,1033.57819317,sonnig
06.01.2020,01:09:32,6.09999990463,87.0999984741,99578,1033.48478536,sonnig
06.01.2020,01:10:33,6.09999990463,87.0999984741,99579,1033.495164,sonnig
06.01.2020,01:11:34,6.09999990463,87.0999984741,99582,1033.52629994,sonnig
06.01.2020,01:12:37,6.09999990463,87.0999984741,99589,1033.59895046,sonnig
06.01.2020,01:13:38,6.09999990463,87.0999984741,99587,1033.57819317,sonnig
06.01.2020,01:14:38,6.09999990463,87.0999984741,99585,1033.55743588,sonnig
06.01.2020,01:15:39,6.19999980927,87.3000030518,99586,1033.56781452,sonnig
06.01.2020,01:16:42,6.09999990463,87.3000030518,99590,1033.60932911,sonnig
06.01.2020,01:17:43,6.09999990463,87.3000030518,99599,1033.70273692,sonnig
06.01.2020,01:18:46,6.09999990463,87.3000030518,99593,1033.64046504,sonnig
06.01.2020,01:19:47,6.09999990463,87.3000030518,99589,1033.59895046,sonnig
06.01.2020,01:20:47,6.09999990463,87.4000015259,99585,1033.55743588,sonnig
06.01.2020,01:21:48,6.09999990463,87.4000015259,99594,1033.65084369,sonnig
06.01.2020,01:22:49,6.19999980927,87.5,99593,1033.64046504,sonnig
06.01.2020,01:23:49,6.19999980927,87.5,99587,1033.57819317,sonnig
06.01.2020,01:24:50,6.19999980927,87.5,99594,1033.65084369,sonnig
06.01.2020,01:25:51,6.09999990463,87.4000015259,99597,1033.68197963,sonnig
06.01.2020,01:26:51,6.19999980927,87.5999984741,99594,1033.65084369,sonnig
06.01.2020,01:27:52,6.19999980927,87.5999984741,99600,1033.71311556,sonnig
06.01.2020,01:28:53,6.19999980927,87.5999984741,99589,1033.59895046,sonnig
06.01.2020,01:29:53,6.19999980927,87.6999969482,99590,1033.60932911,sonnig
06.01.2020,01:30:54,6.19999980927,87.5999984741,99590,1033.60932911,sonnig
06.01.2020,01:31:54,6.19999980927,87.6999969482,99596,1033.67160098,sonnig
06.01.2020,01:32:55,6.19999980927,87.6999969482,99600,1033.71311556,sonnig
06.01.2020,01:33:56,6.19999980927,87.5999984741,99597,1033.68197963,sonnig
06.01.2020,01:34:56,6.19999980927,87.6999969482,99598,1033.69235827,sonnig
06.01.2020,01:35:57,6.19999980927,87.6999969482,99598,1033.69235827,sonnig
06.01.2020,01:36:58,6.19999980927,87.6999969482,99596,1033.67160098,sonnig
06.01.2020,01:37:58,6.19999980927,87.6999969482,99598,1033.69235827,sonnig
06.01.2020,01:38:59,6.30000019073,87.8000030518,99591,1033.61970775,sonnig
06.01.2020,01:40:00,6.30000019073,87.9000015259,99597,1033.68197963,sonnig
06.01.2020,01:41:00,6.30000019073,87.9000015259,99589,1033.59895046,sonnig
06.01.2020,01:42:01,6.30000019073,87.8000030518,99596,1033.67160098,sonnig
06.01.2020,01:43:02,6.30000019073,87.9000015259,99587,1033.57819317,sonnig
06.01.2020,01:44:02,6.30000019073,87.9000015259,99586,1033.56781452,sonnig
06.01.2020,01:45:03,6.30000019073,87.8000030518,99590,1033.60932911,sonnig
06.01.2020,01:46:04,6.30000019073,87.9000015259,99596,1033.67160098,sonnig
06.01.2020,01:47:04,6.30000019073,87.9000015259,99583,1033.53667859,sonnig
06.01.2020,01:48:05,6.30000019073,87.8000030518,99582,1033.52629994,sonnig
06.01.2020,01:49:06,6.30000019073,87.9000015259,99594,1033.65084369,sonnig
06.01.2020,01:50:06,6.40000009537,87.9000015259,99587,1033.57819317,sonnig
06.01.2020,01:51:09,6.30000019073,87.9000015259,99587,1033.57819317,sonnig
06.01.2020,01:52:10,6.30000019073,87.9000015259,99589,1033.59895046,sonnig
06.01.2020,01:53:11,6.30000019073,87.9000015259,99587,1033.57819317,sonnig
06.01.2020,01:54:11,6.40000009537,88.0,99596,1033.67160098,sonnig
06.01.2020,01:55:12,6.40000009537,88.0,99594,1033.65084369,sonnig
06.01.2020,01:56:13,6.40000009537,88.0,99591,1033.61970775,sonnig
06.01.2020,01:57:13,6.40000009537,87.9000015259,99600,1033.71311556,sonnig
06.01.2020,01:58:14,6.40000009537,88.0,99598,1033.69235827,sonnig
06.01.2020,01:59:15,6.40000009537,88.0,99602,1033.73387285,sonnig
06.01.2020,02:00:15,6.40000009537,88.0,99602,1033.73387285,sonnig
06.01.2020,02:01:16,6.40000009537,88.0,99595,1033.66122233,sonnig
06.01.2020,02:02:17,6.40000009537,88.0,99605,1033.76500879,sonnig
06.01.2020,02:03:17,6.40000009537,88.0,99598,1033.69235827,sonnig
06.01.2020,02:04:18,6.5,88.0999984741,99601,1033.72349421,sonnig
06.01.2020,02:05:19,6.5,88.0999984741,99597,1033.68197963,sonnig
06.01.2020,02:06:19,6.5,88.0999984741,99601,1033.72349421,sonnig
06.01.2020,02:07:20,6.5,88.0999984741,99598,1033.69235827,sonnig
06.01.2020,02:08:21,6.5,88.0999984741,99605,1033.76500879,sonnig
06.01.2020,02:09:24,6.5,88.1999969482,99609,1033.80652337,sonnig
06.01.2020,02:10:25,6.5,88.1999969482,99608,1033.79614473,sonnig
06.01.2020,02:11:25,6.5,88.0999984741,99620,1033.92068848,sonnig
06.01.2020,02:12:26,6.5,88.1999969482,99608,1033.79614473,sonnig
06.01.2020,02:13:27,6.5,88.0999984741,99612,1033.83765931,sonnig
06.01.2020,02:14:27,6.5,88.1999969482,99616,1033.87917389,sonnig
06.01.2020,02:15:28,6.59999990463,88.3000030518,99625,1033.97258171,sonnig
06.01.2020,02:16:29,6.5,88.1999969482,99625,1033.97258171,sonnig
06.01.2020,02:17:29,6.5,88.1999969482,99630,1034.02447494,sonnig
06.01.2020,02:18:30,6.5,88.1999969482,99625,1033.97258171,sonnig
06.01.2020,02:19:30,6.5,88.1999969482,99622,1033.94144577,sonnig
06.01.2020,02:20:31,6.5,88.3000030518,99623,1033.95182442,sonnig
06.01.2020,02:21:32,6.5,88.3000030518,99629,1034.01409629,sonnig
06.01.2020,02:22:32,6.59999990463,88.4000015259,99620,1033.92068848,sonnig
06.01.2020,02:23:33,6.5,88.3000030518,99632,1034.04523223,sonnig
06.01.2020,02:24:34,6.59999990463,88.4000015259,99626,1033.98296035,sonnig
06.01.2020,02:25:34,6.59999990463,88.4000015259,99629,1034.01409629,sonnig
06.01.2020,02:26:35,6.59999990463,88.4000015259,99625,1033.97258171,sonnig
06.01.2020,02:27:36,6.59999990463,88.4000015259,99625,1033.97258171,sonnig
06.01.2020,02:28:39,6.5,88.4000015259,99619,1033.91030983,sonnig
06.01.2020,02:29:40,6.59999990463,88.4000015259,99615,1033.86879525,sonnig
06.01.2020,02:30:40,6.59999990463,88.4000015259,99616,1033.87917389,sonnig
06.01.2020,02:31:41,6.59999990463,88.5,99622,1033.94144577,sonnig
06.01.2020,02:32:42,6.69999980927,88.5,99626,1033.98296035,sonnig
06.01.2020,02:33:42,6.69999980927,88.5999984741,99626,1033.98296035,sonnig
06.01.2020,02:34:43,6.69999980927,88.5999984741,99626,1033.98296035,sonnig
06.01.2020,02:35:44,6.69999980927,88.5999984741,99622,1033.94144577,sonnig
06.01.2020,02:36:47,6.59999990463,88.5,99622,1033.94144577,sonnig
06.01.2020,02:37:47,6.69999980927,88.5999984741,99616,1033.87917389,sonnig
06.01.2020,02:38:48,6.69999980927,88.5999984741,99624,1033.96220306,sonnig
06.01.2020,02:39:51,6.69999980927,88.5999984741,99619,1033.91030983,sonnig
06.01.2020,02:40:52,6.69999980927,88.6999969482,99626,1033.98296035,sonnig
06.01.2020,02:41:53,6.69999980927,88.6999969482,99615,1033.86879525,sonnig
06.01.2020,02:42:53,6.80000019073,88.8000030518,99616,1033.87917389,sonnig
06.01.2020,02:43:54,6.69999980927,88.6999969482,99620,1033.92068848,sonnig
06.01.2020,02:44:55,6.69999980927,88.6999969482,99612,1033.83765931,sonnig
06.01.2020,02:45:55,6.69999980927,88.6999969482,99626,1033.98296035,sonnig
06.01.2020,02:46:56,6.80000019073,88.8000030518,99623,1033.95182442,sonnig
06.01.2020,02:47:57,6.80000019073,88.8000030518,99615,1033.86879525,sonnig
06.01.2020,02:48:57,6.80000019073,88.9000015259,99612,1033.83765931,sonnig
06.01.2020,02:49:58,6.69999980927,88.8000030518,99610,1033.81690202,sonnig
06.01.2020,02:50:59,6.80000019073,89.0,99610,1033.81690202,sonnig
06.01.2020,02:51:59,6.69999980927,88.9000015259,99612,1033.83765931,sonnig
06.01.2020,02:53:00,6.80000019073,89.0,99615,1033.86879525,sonnig
06.01.2020,02:54:03,6.80000019073,89.0,99619,1033.91030983,sonnig
06.01.2020,02:55:04,6.80000019073,89.0999984741,99613,1033.84803796,sonnig
06.01.2020,02:56:04,6.80000019073,89.0999984741,99610,1033.81690202,sonnig
06.01.2020,02:57:05,6.80000019073,89.1999969482,99606,1033.77538744,sonnig
06.01.2020,02:58:06,6.80000019073,89.1999969482,99612,1033.83765931,sonnig
06.01.2020,02:59:06,6.80000019073,89.3000030518,99610,1033.81690202,sonnig
06.01.2020,03:00:07,6.90000009537,89.4000015259,99609,1033.80652337,sonnig
06.01.2020,03:01:08,6.90000009537,89.4000015259,99612,1033.83765931,sonnig
06.01.2020,03:02:08,6.90000009537,89.5,99620,1033.92068848,sonnig
06.01.2020,03:03:09,6.90000009537,89.5,99609,1033.80652337,sonnig
06.01.2020,03:04:12,6.90000009537,89.5999984741,99612,1033.83765931,sonnig
06.01.2020,03:05:13,6.90000009537,89.5999984741,99612,1033.83765931,sonnig
06.01.2020,03:06:14,6.90000009537,89.5999984741,99610,1033.81690202,sonnig
06.01.2020,03:07:17,6.90000009537,89.5999984741,99626,1033.98296035,sonnig
06.01.2020,03:08:17,6.90000009537,89.6999969482,99613,1033.84803796,sonnig
06.01.2020,03:09:18,7.0,89.8000030518,99624,1033.96220306,sonnig
06.01.2020,03:10:19,7.0,89.8000030518,99627,1033.993339,sonnig
06.01.2020,03:11:19,7.0,89.8000030518,99627,1033.993339,sonnig
06.01.2020,03:12:20,7.0,89.9000015259,99626,1033.98296035,sonnig
06.01.2020,03:13:21,7.0,89.9000015259,99624,1033.96220306,sonnig
06.01.2020,03:14:21,7.0,89.9000015259,99619,1033.91030983,sonnig
06.01.2020,03:15:22,7.09999990463,90.0,99620,1033.92068848,sonnig
06.01.2020,03:16:23,7.0,89.9000015259,99621,1033.93106712,sonnig
06.01.2020,03:17:23,7.0,90.0,99624,1033.96220306,sonnig
06.01.2020,03:18:24,7.09999990463,90.0,99630,1034.02447494,sonnig
06.01.2020,03:19:25,7.09999990463,90.0,99639,1034.11788275,sonnig
06.01.2020,03:20:25,7.09999990463,90.0,99631,1034.03485358,sonnig
06.01.2020,03:21:26,7.09999990463,90.0,99638,1034.1075041,sonnig
06.01.2020,03:22:27,7.09999990463,90.0,99637,1034.09712546,sonnig
06.01.2020,03:23:27,7.09999990463,90.0,99641,1034.13864004,sonnig
06.01.2020,03:24:28,7.09999990463,90.0,99645,1034.18015462,sonnig
06.01.2020,03:25:29,7.19999980927,90.0999984741,99644,1034.16977598,sonnig
06.01.2020,03:26:29,7.19999980927,90.0999984741,99651,1034.2424265,sonnig
06.01.2020,03:27:32,7.19999980927,90.0999984741,99647,1034.20091191,sonnig
06.01.2020,03:28:33,7.19999980927,90.0999984741,99652,1034.25280514,sonnig
06.01.2020,03:29:34,7.19999980927,90.0999984741,99652,1034.25280514,sonnig
06.01.2020,03:30:34,7.30000019073,90.1999969482,99658,1034.31507702,sonnig
06.01.2020,03:31:35,7.19999980927,90.0999984741,99652,1034.25280514,sonnig
06.01.2020,03:32:36,7.30000019073,90.1999969482,99654,1034.27356243,sonnig
06.01.2020,03:33:36,7.30000019073,90.1999969482,99651,1034.2424265,sonnig
06.01.2020,03:34:37,7.30000019073,90.1999969482,99652,1034.25280514,sonnig
06.01.2020,03:35:38,7.30000019073,90.1999969482,99648,1034.21129056,sonnig
06.01.2020,03:36:38,7.30000019073,90.1999969482,99654,1034.27356243,sonnig
06.01.2020,03:37:39,7.40000009537,90.3000030518,99646,1034.19053327,sonnig
06.01.2020,03:38:40,7.40000009537,90.3000030518,99648,1034.21129056,sonnig
06.01.2020,03:39:40,7.40000009537,90.3000030518,99643,1034.15939733,sonnig
06.01.2020,03:40:44,7.40000009537,90.3000030518,99639,1034.11788275,sonnig
06.01.2020,03:41:44,7.40000009537,90.3000030518,99642,1034.14901868,sonnig
06.01.2020,03:42:47,7.40000009537,90.3000030518,99636,1034.08674681,sonnig
06.01.2020,03:43:48,7.40000009537,90.3000030518,99629,1034.01409629,sonnig
06.01.2020,03:44:49,7.40000009537,90.3000030518,99639,1034.11788275,sonnig
06.01.2020,03:45:49,7.40000009537,90.3000030518,99635,1034.07636816,sonnig
06.01.2020,03:46:50,7.5,90.3000030518,99632,1034.04523223,sonnig
06.01.2020,03:47:51,7.40000009537,90.3000030518,99639,1034.11788275,sonnig
06.01.2020,03:48:51,7.5,90.3000030518,99639,1034.11788275,sonnig
06.01.2020,03:49:55,7.5,90.3000030518,99651,1034.2424265,sonnig
06.01.2020,03:50:58,7.5,90.3000030518,99647,1034.20091191,sonnig
06.01.2020,03:51:58,7.5,90.3000030518,99647,1034.20091191,sonnig
06.01.2020,03:52:59,7.5,90.3000030518,99634,1034.06598952,sonnig
06.01.2020,03:54:00,7.5,90.4000015259,99643,1034.15939733,sonnig
06.01.2020,03:55:00,7.5,90.4000015259,99635,1034.07636816,sonnig
06.01.2020,03:56:01,7.5,90.4000015259,99639,1034.11788275,sonnig
06.01.2020,03:57:04,7.59999990463,90.4000015259,99634,1034.06598952,sonnig
06.01.2020,03:58:05,7.5,90.4000015259,99645,1034.18015462,sonnig
06.01.2020,03:59:06,7.5,90.4000015259,99638,1034.1075041,sonnig
06.01.2020,04:00:06,7.59999990463,90.4000015259,99643,1034.15939733,sonnig
06.01.2020,04:01:07,7.59999990463,90.4000015259,99645,1034.18015462,sonnig
06.01.2020,04:02:08,7.69999980927,90.5,99635,1034.07636816,sonnig
06.01.2020,04:03:08,7.59999990463,90.4000015259,99635,1034.07636816,sonnig
06.01.2020,04:04:09,7.59999990463,90.4000015259,99643,1034.15939733,sonnig
06.01.2020,04:05:10,7.59999990463,90.4000015259,99636,1034.08674681,sonnig
06.01.2020,04:06:10,7.59999990463,90.4000015259,99635,1034.07636816,sonnig
06.01.2020,04:07:11,7.69999980927,90.5,99638,1034.1075041,sonnig
06.01.2020,04:08:12,7.59999990463,90.4000015259,99635,1034.07636816,sonnig
06.01.2020,04:09:12,7.59999990463,90.5,99636,1034.08674681,sonnig
06.01.2020,04:10:13,7.69999980927,90.5,99632,1034.04523223,sonnig
06.01.2020,04:11:14,7.59999990463,90.4000015259,99633,1034.05561087,sonnig
06.01.2020,04:12:14,7.69999980927,90.5,99642,1034.14901868,sonnig
06.01.2020,04:13:15,7.69999980927,90.5,99629,1034.01409629,sonnig
06.01.2020,04:14:16,7.69999980927,90.5,99632,1034.04523223,sonnig
06.01.2020,04:15:16,7.69999980927,90.5,99629,1034.01409629,sonnig
06.01.2020,04:16:19,7.69999980927,90.5999984741,99622,1033.94144577,sonnig
06.01.2020,04:17:20,7.69999980927,90.5999984741,99632,1034.04523223,sonnig
06.01.2020,04:18:21,7.69999980927,90.5999984741,99625,1033.97258171,sonnig
06.01.2020,04:19:21,7.69999980927,90.5999984741,99629,1034.01409629,sonnig
06.01.2020,04:20:22,7.80000019073,90.5999984741,99625,1033.97258171,sonnig
06.01.2020,04:21:23,7.80000019073,90.6999969482,99621,1033.93106712,sonnig
06.01.2020,04:22:23,7.80000019073,90.6999969482,99633,1034.05561087,sonnig
06.01.2020,04:23:27,7.80000019073,90.6999969482,99621,1033.93106712,sonnig
06.01.2020,04:24:30,7.80000019073,90.8000030518,99619,1033.91030983,sonnig
06.01.2020,04:25:30,7.80000019073,90.8000030518,99615,1033.86879525,sonnig
06.01.2020,04:26:31,7.80000019073,90.8000030518,99615,1033.86879525,sonnig
06.01.2020,04:27:34,7.90000009537,90.9000015259,99619,1033.91030983,sonnig
06.01.2020,04:28:35,7.90000009537,90.9000015259,99619,1033.91030983,sonnig
06.01.2020,04:29:41,7.90000009537,90.9000015259,99618,1033.89993119,sonnig
06.01.2020,04:30:44,7.90000009537,90.9000015259,99626,1033.98296035,sonnig
06.01.2020,04:31:44,7.90000009537,90.9000015259,99621,1033.93106712,sonnig
06.01.2020,04:32:48,8.0,91.0,99616,1033.87917389,sonnig
06.01.2020,04:33:48,7.90000009537,91.0,99618,1033.89993119,sonnig
06.01.2020,04:34:49,8.0,91.0999984741,99616,1033.87917389,sonnig
06.01.2020,04:35:50,8.0,91.0999984741,99609,1033.80652337,sonnig
06.01.2020,04:36:50,8.10000038147,91.1999969482,99619,1033.91030983,sonnig
06.01.2020,04:37:51,8.10000038147,91.1999969482,99621,1033.93106712,sonnig
06.01.2020,04:38:52,8.10000038147,91.1999969482,99625,1033.97258171,sonnig
06.01.2020,04:39:52,8.10000038147,91.1999969482,99623,1033.95182442,sonnig
06.01.2020,04:40:53,8.10000038147,91.3000030518,99616,1033.87917389,sonnig
06.01.2020,04:41:54,8.19999980927,91.3000030518,99615,1033.86879525,sonnig
06.01.2020,04:42:54,8.19999980927,91.3000030518,99616,1033.87917389,sonnig
06.01.2020,04:43:55,8.19999980927,91.4000015259,99611,1033.82728067,sonnig
06.01.2020,04:44:56,8.19999980927,91.4000015259,99612,1033.83765931,sonnig
06.01.2020,04:45:56,8.30000019073,91.5,99608,1033.79614473,sonnig
06.01.2020,04:46:57,8.19999980927,91.4000015259,99608,1033.79614473,sonnig
06.01.2020,04:47:57,8.30000019073,91.4000015259,99604,1033.75463015,sonnig
06.01.2020,04:48:58,8.30000019073,91.5,99602,1033.73387285,sonnig
06.01.2020,04:49:59,8.30000019073,91.5,99606,1033.77538744,sonnig
06.01.2020,04:50:59,8.30000019073,91.4000015259,99601,1033.72349421,sonnig
06.01.2020,04:52:00,8.30000019073,91.5,99608,1033.79614473,sonnig
06.01.2020,04:53:01,8.39999961853,91.5,99597,1033.68197963,sonnig
06.01.2020,04:54:01,8.39999961853,91.4000015259,99602,1033.73387285,sonnig
06.01.2020,04:55:02,8.39999961853,91.4000015259,99610,1033.81690202,sonnig
06.01.2020,04:56:03,8.39999961853,91.5,99605,1033.76500879,sonnig
06.01.2020,04:57:03,8.39999961853,91.5,99606,1033.77538744,sonnig
06.01.2020,04:58:04,8.39999961853,91.5,99613,1033.84803796,sonnig
06.01.2020,04:59:05,8.5,91.5,99599,1033.70273692,sonnig
06.01.2020,05:00:05,8.5,91.5,99608,1033.79614473,sonnig
06.01.2020,05:01:06,8.5,91.5,99610,1033.81690202,sonnig
06.01.2020,05:02:07,8.5,91.5,99601,1033.72349421,sonnig
06.01.2020,05:03:07,8.5,91.5,99615,1033.86879525,sonnig
06.01.2020,05:04:08,8.5,91.5,99612,1033.83765931,sonnig
06.01.2020,05:05:09,8.60000038147,91.5,99610,1033.81690202,sonnig
06.01.2020,05:06:09,8.60000038147,91.5,99602,1033.73387285,sonnig
06.01.2020,05:07:10,8.60000038147,91.5,99612,1033.83765931,sonnig
06.01.2020,05:08:11,8.60000038147,91.5,99596,1033.67160098,sonnig
06.01.2020,05:09:11,8.60000038147,91.5,99606,1033.77538744,sonnig
06.01.2020,05:10:12,8.60000038147,91.5,99609,1033.80652337,sonnig
06.01.2020,05:11:13,8.69999980927,91.5,99599,1033.70273692,sonnig
06.01.2020,05:12:13,8.60000038147,91.4000015259,99600,1033.71311556,sonnig
06.01.2020,05:13:14,8.60000038147,91.4000015259,99606,1033.77538744,sonnig
06.01.2020,05:14:15,8.69999980927,91.4000015259,99599,1033.70273692,sonnig
06.01.2020,05:15:18,8.69999980927,91.3000030518,99603,1033.7442515,sonnig
06.01.2020,05:16:19,8.60000038147,91.3000030518,99610,1033.81690202,sonnig
06.01.2020,05:17:24,8.60000038147,91.3000030518,99603,1033.7442515,sonnig
06.01.2020,05:18:25,8.69999980927,91.3000030518,99599,1033.70273692,sonnig
06.01.2020,05:19:26,8.69999980927,91.3000030518,99595,1033.66122233,sonnig
06.01.2020,05:20:26,8.69999980927,91.3000030518,99596,1033.67160098,sonnig
06.01.2020,05:21:29,8.69999980927,91.4000015259,99603,1033.7442515,sonnig
06.01.2020,05:22:30,8.69999980927,91.4000015259,99595,1033.66122233,sonnig
06.01.2020,05:23:31,8.69999980927,91.4000015259,99588,1033.58857181,sonnig
06.01.2020,05:24:34,8.69999980927,91.4000015259,99585,1033.55743588,sonnig
06.01.2020,05:25:35,8.69999980927,91.4000015259,99581,1033.51592129,sonnig
06.01.2020,05:26:35,8.69999980927,91.4000015259,99572,1033.42251348,sonnig
06.01.2020,05:27:36,8.80000019073,91.5,99572,1033.42251348,sonnig
06.01.2020,05:28:37,8.69999980927,91.4000015259,99572,1033.42251348,sonnig
06.01.2020,05:29:37,8.69999980927,91.4000015259,99578,1033.48478536,sonnig
06.01.2020,05:30:38,8.69999980927,91.4000015259,99567,1033.37062025,sonnig
06.01.2020,05:31:39,8.69999980927,91.3000030518,99556,1033.25645515,sonnig
06.01.2020,05:32:39,8.69999980927,91.3000030518,99567,1033.37062025,sonnig
06.01.2020,05:33:40,8.69999980927,91.3000030518,99563,1033.32910567,sonnig
06.01.2020,05:34:41,8.69999980927,91.3000030518,99561,1033.30834838,sonnig
06.01.2020,05:35:44,8.69999980927,91.3000030518,99555,1033.2460765,sonnig
06.01.2020,05:36:50,8.69999980927,91.3000030518,99547,1033.16304734,sonnig
06.01.2020,05:37:50,8.69999980927,91.3000030518,99554,1033.23569786,sonnig
06.01.2020,05:38:51,8.69999980927,91.3000030518,99554,1033.23569786,sonnig
06.01.2020,05:39:51,8.69999980927,91.3000030518,99563,1033.32910567,sonnig
06.01.2020,05:40:55,8.69999980927,91.4000015259,99552,1033.21494057,sonnig
06.01.2020,05:41:55,8.69999980927,91.4000015259,99560,1033.29796973,sonnig
06.01.2020,05:42:56,8.69999980927,91.4000015259,99560,1033.29796973,sonnig
06.01.2020,05:43:57,8.69999980927,91.4000015259,99561,1033.30834838,sonnig
06.01.2020,05:44:57,8.80000019073,91.5,99567,1033.37062025,sonnig
06.01.2020,05:45:58,8.69999980927,91.4000015259,99563,1033.32910567,sonnig
06.01.2020,05:46:59,8.69999980927,91.4000015259,99554,1033.23569786,sonnig
